Configuration file: /home/ruvido/code/web/5p2p/_config.yml
            Source: /home/ruvido/code/web/5p2p
       Destination: /home/ruvido/code/web/5p2p/_site
 Incremental build: disabled. Enable with --incremental
      Generating... 
                    done in 2.948 seconds.
 Auto-regeneration: disabled. Use --watch to enable.
		Castità, fino a dove si può arrivare? @ 2019-01-08@ Ruvido@ http://5p2p.it/castita-fino-a-dove-si-puo-arrivare  @ _posts/2019/2019-01-08-castita-fino-a-dove-si-puo-arrivare.md
		Iniziare con il piede giusto! 👍 @ 2019-01-03@ Ruvido@ http://5p2p.it/iniziare-con-il-piede-giusto  @ _posts/2019/2019-01-03-iniziare-con-il-piede-giusto.md
		Mai pensato a sposarmi! @ 2018-12-30@ Ruvido@ http://5p2p.it/mai-pensato-a-sposarmi  @ _posts/2018/2018-12-30-mai-pensato-a-sposarmi.md
		Capodanno da Dio 🎉🎉🎉🎉 @ 2018-12-29@ Alescanca@ http://5p2p.it/capodanno-da-dio  @ _posts/2013/2013-12-29-capodanno-da-dio.md
		Ancora Natale... @ 2018-12-20@ Alescanca@ http://5p2p.it/ancora-natale  @ _posts/2018/2018-12-20-ancora-natale.md
		Volere è potere, è la fede che muove le montagne ⛰️ @ 2018-12-17@ Ruvido@ http://5p2p.it/la-fede-muove-le-montagne  @ _posts/2018/2018-12-17-la-fede-muove-le-montagne.md
		Testimoniare la bellezza! 😍 @ 2018-12-07@ Ruvido@ http://5p2p.it/testimoniare-la-bellezza  @ _posts/2018/2018-12-07-testimoniare-la-bellezza.md
		Un amore perfetto @ 2018-10-29@ Ruvido@ http://5p2p.it/un-amore-perfetto  @ _posts/2018/2018-10-29-un-amore-perfetto.md
		L'elogio della fragilità (…e come essere felici) @ 2018-07-12@ Ruvido@ http://5p2p.it/come-essere-felici  @ _posts/2018/2018-07-12-elogio-della-fragilita.md
		L'unico vero segreto che devi conoscere in amore @ 2018-06-12@ Ruvido@ http://5p2p.it/vero-segreto-in-amore  @ _posts/2018/2018-06-12-unico-segreto-in-amore.md
		Trombamica d'eccezione - 5 mosse per uscire da situazioni ambigue @ 2018-05-31@ Alescanca@ http://5p2p.it/la-trombamica  @ _posts/2018/2018-05-31-la-trombamica.md
		Che cos'è la Provvidenza? @ 2018-04-16@ Alescanca@ http://5p2p.it/che-cosa-e-la-provvidenza  @ _posts/2018/2018-04-16-che-cosa-e-la-provvidenza.md
		Superare l'ansia con Dio, una macchia alla volta @ 2018-03-28@ Ruvido@ http://5p2p.it/superare-l-ansia  @ _posts/2018/2018-03-28-superare-l-ansia.md
		Come annunciare il vangelo alle coppie di sposi? @ 2018-03-16@ Ruvido@ http://5p2p.it/annunciare-vangelo-sposi  @ _posts/2018/2018-03-16-come-annunciare-il-vangelo-alle-coppie-di-sposi.md
		Via la tristezza @ 2018-02-07@ Ruvido@ http://5p2p.it/via-la-tristezza  @ _posts/2018/2018-02-07-via-la-tristezza.md
		E li inviò a due a due @ 2018-01-08@ Daniela@ http://5p2p.it/e-li-invio-a-due-a-due  @ _posts/2018/2018-01-08-e-li-invio-a-due-a-due.md
		Quali promesse? @ 2017-12-18@ Alescanca@ http://5p2p.it/quali-promesse  @ _posts/2017/2017-12-18-quali-promesse.md
		Perché finisce una storia d'amore — Il fantasma dell'altro @ 2017-10-25@ Ruvido@ http://5p2p.it/ndm-il-fantasma-dell-altro  @ _posts/2017/2017-10-25-ndm-il-fantasma-dell-altro.md
		Perché finisce una storia d'amore — Troppo lavoro @ 2017-10-17@ Ruvido@ http://5p2p.it/ndm-troppo-lavoro  @ _posts/2017/2017-10-17-ndm-troppo-lavoro.md
		Castità... se non siamo d'accordo? @ 2017-09-15@ Chiara@ http://5p2p.it/castita-e-se-non-siamo-d-accordo  @ _posts/2017/2017-09-15-castita-e-se-non-siamo-d-accordo.md
